borrower_id,age,income,home_ownership,employment_length,loan_purpose,loan_amount,debt_to_income,credit_history_length,historical_default,default
28914,28,84800,RENT,4,VENTURE,9000,0.11,7,N,0
28915,29,40000,RENT,1,DEBTCONSOLIDATION,3600,0.09,5,N,0
28916,32,37000,RENT,4,MEDICAL,6000,0.16,8,N,0
28917,28,59000,MORTGAGE,2,VENTURE,14000,0.24,7,N,0
28918,34,52809,RENT,18,DEBTCONSOLIDATION,13000,0.25,8,N,0
28919,32,40000,MORTGAGE,16,MEDICAL,16000,0.4,9,N,0
28920,31,79100,MORTGAGE,4,EDUCATION,19150,0.24,6,N,0
28921,32,99996,MORTGAGE,16,DEBTCONSOLIDATION,7000,0.07,10,N,0
28922,30,78000,RENT,10,DEBTCONSOLIDATION,15000,0.19,9,N,1
28923,31,99000,RENT,15,HOMEIMPROVEMENT,12000,0.12,10,N,0
28924,29,28800,RENT,1,PERSONAL,1400,0.05,8,N,0
28925,29,65000,MORTGAGE,7,MEDICAL,7000,0.11,5,N,0
28926,32,54000,MORTGAGE,2,HOMEIMPROVEMENT,7125,0.13,6,N,1
28927,33,90000,MORTGAGE,4,EDUCATION,12000,0.13,5,N,0
28928,29,150000,RENT,9,HOMEIMPROVEMENT,15000,0.1,5,Y,0
28929,29,28000,RENT,2,PERSONAL,5000,0.18,8,N,1
28930,30,42000,OWN,0,MEDICAL,4000,0.1,5,Y,0
28931,30,44760,RENT,1,MEDICAL,3300,0.07,5,N,0
28932,27,62900,RENT,7,MEDICAL,24250,0.39,6,N,1
28933,28,65000,RENT,2,HOMEIMPROVEMENT,7200,0.11,5,Y,0
28934,28,20000,RENT,2,VENTURE,4000,0.2,5,N,1
28935,29,19200,RENT,1,DEBTCONSOLIDATION,2000,0.1,6,N,1
28936,28,30000,MORTGAGE,5,HOMEIMPROVEMENT,15000,0.5,8,N,0
28937,35,54000,OWN,0,MEDICAL,6000,0.11,5,N,0
28938,30,85000,RENT,4,MEDICAL,10000,0.12,6,N,0
28939,31,100000,MORTGAGE,0,HOMEIMPROVEMENT,15000,0.15,5,N,0
28940,28,40000,OWN,2,MEDICAL,3600,0.09,10,N,0
28941,34,54072,MORTGAGE,12,MEDICAL,7000,0.13,9,N,0
28942,30,45000,RENT,2,EDUCATION,13250,0.29,9,N,0
28943,29,33000,MORTGAGE,5,VENTURE,4200,0.13,6,N,0
28944,28,108000,MORTGAGE,4,VENTURE,5000,0.05,8,N,0
28945,28,30000,MORTGAGE,8,DEBTCONSOLIDATION,3000,0.1,7,N,0
28946,29,72500,MORTGAGE,2,MEDICAL,7000,0.1,8,Y,0
28947,30,48996,RENT,1,HOMEIMPROVEMENT,10000,0.2,8,N,1
28948,28,37090,RENT,2,DEBTCONSOLIDATION,3000,0.08,5,N,0
28949,32,115000,RENT,2,PERSONAL,4000,0.03,8,N,0
28950,34,138000,MORTGAGE,14,MEDICAL,25000,0.18,6,N,0
28951,29,91560,MORTGAGE,8,PERSONAL,22000,0.24,5,N,0
28952,29,30000,RENT,0,VENTURE,7200,0.24,8,Y,0
28953,30,120000,RENT,3,PERSONAL,10000,0.08,10,N,0
28954,31,78000,MORTGAGE,1,HOMEIMPROVEMENT,20000,0.26,9,N,1
28955,27,44640,RENT,0,PERSONAL,12800,0.29,8,N,0
28956,28,55640,MORTGAGE,9,PERSONAL,5000,0.09,6,N,0
28957,30,32040,RENT,0,PERSONAL,13275,0.41,6,Y,1
28958,29,158000,OWN,13,VENTURE,11000,0.07,7,N,0
28959,29,45000,OWN,8,PERSONAL,8000,0.18,5,N,0
28960,34,113000,RENT,6,DEBTCONSOLIDATION,9600,0.08,5,N,0
28961,34,27000,RENT,3,MEDICAL,2525,0.09,10,N,0
28962,27,48000,RENT,2,EDUCATION,25000,0.52,5,Y,1
28963,27,58000,RENT,5,HOMEIMPROVEMENT,5900,0.1,6,N,0
28964,29,18000,RENT,3,VENTURE,1700,0.09,8,N,0
28965,28,55704,MORTGAGE,12,EDUCATION,8400,0.15,6,N,0
28966,32,66300,MORTGAGE,5,MEDICAL,6075,0.09,6,N,0
28967,32,64000,RENT,1,HOMEIMPROVEMENT,10000,0.16,8,N,0
28968,33,45000,RENT,4,EDUCATION,12000,0.27,5,N,0
28969,27,113000,MORTGAGE,7,DEBTCONSOLIDATION,20000,0.18,8,N,1
28970,27,32220,RENT,11,MEDICAL,17725,0.55,7,N,1
28971,29,74100,RENT,3,VENTURE,4500,0.06,8,Y,0
28972,29,35000,RENT,1,PERSONAL,10625,0.3,6,N,0
28973,32,45000,RENT,3,EDUCATION,3000,0.07,8,Y,0
28974,27,62000,MORTGAGE,1,HOMEIMPROVEMENT,3275,0.05,8,N,0
28975,31,200000,MORTGAGE,1,MEDICAL,7800,0.04,5,N,0
28976,29,47000,RENT,2,MEDICAL,5000,0.11,9,N,0
28977,29,37920,RENT,2,MEDICAL,12000,0.32,8,N,1
28978,28,48000,OWN,1,EDUCATION,12000,0.25,7,N,0
28979,28,34000,RENT,7,MEDICAL,9600,0.28,7,N,0
28980,35,38000,RENT,3,VENTURE,8000,0.21,9,N,0
28981,29,69996,RENT,0,VENTURE,2400,0.03,6,N,0
28982,33,75000,MORTGAGE,6,VENTURE,6000,0.08,5,N,0
28983,28,99996,MORTGAGE,6,VENTURE,10000,0.1,9,N,0
28984,28,86400,MORTGAGE,0,MEDICAL,5000,0.06,5,N,0
28985,32,65000,RENT,3,HOMEIMPROVEMENT,3625,0.06,8,N,0
28986,33,24000,RENT,0,DEBTCONSOLIDATION,1000,0.04,10,Y,1
28987,33,66000,RENT,2,VENTURE,6400,0.1,6,N,1
28988,28,73000,MORTGAGE,6,PERSONAL,15000,0.21,7,N,0
28989,30,66000,MORTGAGE,0,VENTURE,12000,0.18,9,N,0
28990,34,135000,MORTGAGE,2,MEDICAL,15000,0.11,6,N,0
28991,31,160000,RENT,8,VENTURE,3600,0.02,9,Y,0
28992,27,50000,MORTGAGE,0,DEBTCONSOLIDATION,4000,0.08,6,N,0
28993,29,62000,RENT,13,DEBTCONSOLIDATION,9000,0.15,7,N,0
28994,33,21000,OWN,1,HOMEIMPROVEMENT,7750,0.37,7,N,0
28995,32,40000,MORTGAGE,4,VENTURE,7500,0.19,8,N,0
28996,29,40000,RENT,2,VENTURE,7000,0.18,8,Y,1
28997,30,140000,MORTGAGE,2,HOMEIMPROVEMENT,15000,0.11,5,N,0
28998,32,60000,MORTGAGE,16,MEDICAL,6000,0.1,5,N,0
28999,33,68508,RENT,17,VENTURE,7000,0.1,10,N,0
29000,35,78000,MORTGAGE,9,PERSONAL,10000,0.13,5,N,0
29001,31,33600,MORTGAGE,1,MEDICAL,15250,0.45,8,N,0
29002,34,32000,MORTGAGE,12,HOMEIMPROVEMENT,2275,0.07,10,N,0
29003,30,28000,RENT,5,DEBTCONSOLIDATION,12000,0.43,8,N,1
29004,28,48000,MORTGAGE,4,VENTURE,3000,0.06,6,N,0
29005,28,78200,MORTGAGE,12,MEDICAL,20000,0.26,5,Y,1
29006,29,79200,MORTGAGE,0,DEBTCONSOLIDATION,8000,0.1,5,N,0
29007,27,48996,RENT,3,EDUCATION,12000,0.24,8,N,0
29008,33,102996,MORTGAGE,4,DEBTCONSOLIDATION,6000,0.06,8,N,0
29009,29,90000,MORTGAGE,13,DEBTCONSOLIDATION,10000,0.11,7,N,0
29010,34,18000,RENT,0,DEBTCONSOLIDATION,1500,0.08,8,N,1
29011,29,28550,RENT,6,EDUCATION,4000,0.14,8,N,0
29012,28,42000,MORTGAGE,4,HOMEIMPROVEMENT,10000,0.24,6,N,0
29091,31,83300,MORTGAGE,9,MEDICAL,10000,0.12,5,Y,1
29013,30,94000,MORTGAGE,13,DEBTCONSOLIDATION,10000,0.11,10,Y,0
29014,27,180000,MORTGAGE,2,PERSONAL,8000,0.04,9,N,0
29015,33,72000,MORTGAGE,0,HOMEIMPROVEMENT,6600,0.09,9,N,0
29016,27,45000,RENT,10,MEDICAL,7600,0.17,7,N,1
29017,33,58800,RENT,10,VENTURE,3000,0.05,5,N,0
29018,35,50000,RENT,4,PERSONAL,7000,0.14,9,N,0
29019,31,60000,MORTGAGE,5,VENTURE,19400,0.32,10,Y,0
29020,28,40000,RENT,2,MEDICAL,9000,0.22,8,N,0
29021,29,16800,RENT,9,HOMEIMPROVEMENT,2750,0.16,6,Y,1
29022,27,56253,RENT,11,HOMEIMPROVEMENT,10000,0.18,10,N,0
29023,34,38000,OWN,1,HOMEIMPROVEMENT,10000,0.26,9,N,0
29024,30,53004,RENT,3,DEBTCONSOLIDATION,14000,0.26,10,Y,1
29025,32,40100,RENT,3,MEDICAL,7175,0.18,6,Y,0
29026,29,480000,MORTGAGE,6,DEBTCONSOLIDATION,6500,0.01,9,N,0
29027,30,70000,MORTGAGE,0,VENTURE,10000,0.14,8,N,0
29028,30,80000,MORTGAGE,2,EDUCATION,6000,0.08,9,Y,0
29029,29,27840,RENT,0,EDUCATION,8575,0.31,10,Y,1
29030,32,91800,MORTGAGE,13,MEDICAL,8400,0.09,9,N,1
29031,35,86000,OWN,5,PERSONAL,18000,0.21,9,N,0
29032,30,96000,MORTGAGE,7,MEDICAL,8000,0.08,8,N,0
29033,28,54000,RENT,2,HOMEIMPROVEMENT,12000,0.22,6,N,1
29034,29,25000,OWN,5,VENTURE,10000,0.4,6,Y,0
29035,27,45600,MORTGAGE,6,DEBTCONSOLIDATION,3000,0.07,5,N,0
29036,27,40000,RENT,4,VENTURE,10000,0.25,10,Y,0
29037,33,75653,RENT,2,MEDICAL,20000,0.26,8,N,1
29038,27,63844,MORTGAGE,11,DEBTCONSOLIDATION,20000,0.31,5,N,0
29039,28,50000,MORTGAGE,0,MEDICAL,9000,0.18,10,N,0
29040,33,14076,RENT,0,MEDICAL,4800,0.34,7,N,1
29041,35,120000,RENT,4,VENTURE,12000,0.1,5,N,0
29042,33,30000,RENT,0,DEBTCONSOLIDATION,6500,0.22,10,N,0
29043,28,50000,RENT,1,HOMEIMPROVEMENT,16200,0.32,6,Y,1
29044,27,84000,MORTGAGE,3,DEBTCONSOLIDATION,7000,0.08,10,N,0
29045,28,50000,RENT,2,EDUCATION,3000,0.06,9,N,0
29046,28,78000,RENT,5,PERSONAL,12000,0.15,6,N,0
29047,27,60132,RENT,11,VENTURE,10000,0.17,10,N,0
29048,28,34000,RENT,0,PERSONAL,5000,0.15,5,N,1
29049,35,80000,OWN,5,VENTURE,15000,0.19,5,Y,0
29050,28,215662,MORTGAGE,12,HOMEIMPROVEMENT,21000,0.1,6,N,0
29051,27,120000,MORTGAGE,2,VENTURE,16000,0.13,5,N,0
29052,34,135000,MORTGAGE,18,VENTURE,8000,0.06,5,N,0
29053,28,120000,MORTGAGE,11,MEDICAL,14400,0.12,7,N,0
29054,27,127000,MORTGAGE,6,VENTURE,21000,0.17,5,N,0
29055,27,92000,MORTGAGE,11,EDUCATION,18000,0.2,8,N,0
29056,31,56839,RENT,15,MEDICAL,9000,0.16,6,N,1
29057,28,124886,MORTGAGE,12,PERSONAL,5000,0.04,5,N,1
29058,29,36100,MORTGAGE,2,PERSONAL,14000,0.39,10,N,0
29059,30,90000,MORTGAGE,14,PERSONAL,18000,0.2,7,N,0
29060,29,40000,OWN,0,MEDICAL,5000,0.12,5,N,0
29061,29,50000,MORTGAGE,0,HOMEIMPROVEMENT,3575,0.07,6,N,0
29062,27,104371,RENT,4,EDUCATION,15000,0.14,6,Y,0
29063,33,98000,RENT,2,HOMEIMPROVEMENT,20000,0.2,7,N,0
29064,29,37100,MORTGAGE,9,PERSONAL,3000,0.08,7,N,0
29065,28,125000,MORTGAGE,8,MEDICAL,8000,0.06,6,N,0
29066,29,142000,OWN,14,PERSONAL,24250,0.17,8,N,0
29067,27,125000,MORTGAGE,2,DEBTCONSOLIDATION,8000,0.06,6,N,0
29068,34,38769,MORTGAGE,3,DEBTCONSOLIDATION,2400,0.06,6,N,0
29069,28,65000,MORTGAGE,3,HOMEIMPROVEMENT,10000,0.15,7,N,0
29070,34,55000,MORTGAGE,4,EDUCATION,7000,0.13,7,N,0
29071,34,70000,RENT,1,DEBTCONSOLIDATION,6000,0.09,7,N,0
29072,27,72000,MORTGAGE,6,EDUCATION,6000,0.08,6,N,0
29073,27,140987,MORTGAGE,5,VENTURE,6450,0.05,6,N,0
29074,28,56864,MORTGAGE,5,MEDICAL,12300,0.22,8,N,0
29075,34,42000,RENT,5,MEDICAL,18825,0.45,9,N,1
29076,31,75000,MORTGAGE,4,DEBTCONSOLIDATION,13800,0.18,9,N,0
29077,30,100000,RENT,1,PERSONAL,1000,0.01,6,N,0
29078,29,57600,RENT,1,EDUCATION,6000,0.1,5,N,0
29079,28,72000,MORTGAGE,12,VENTURE,16000,0.22,5,N,0
29080,31,39996,RENT,4,EDUCATION,2400,0.06,10,N,0
29081,33,24000,RENT,0,DEBTCONSOLIDATION,2000,0.08,8,Y,0
29082,32,21120,RENT,0,VENTURE,10000,0.47,10,N,1
29083,27,110000,MORTGAGE,11,HOMEIMPROVEMENT,3600,0.03,5,N,0
29084,30,24414,RENT,0,MEDICAL,5000,0.2,7,N,0
29085,28,30000,MORTGAGE,2,VENTURE,10500,0.35,8,N,0
29086,30,51996,MORTGAGE,5,PERSONAL,3200,0.06,5,N,0
29087,29,120000,MORTGAGE,3,DEBTCONSOLIDATION,6250,0.05,9,N,0
29088,32,110888,MORTGAGE,0,HOMEIMPROVEMENT,10400,0.09,7,N,0
29089,27,47900,OWN,1,VENTURE,7500,0.16,6,N,0
29090,30,90000,RENT,14,DEBTCONSOLIDATION,18000,0.2,7,N,0
29092,31,77500,RENT,4,EDUCATION,10000,0.13,7,Y,0
29093,33,97000,RENT,4,EDUCATION,7000,0.07,8,Y,0
29094,27,56888,RENT,8,EDUCATION,8000,0.14,5,Y,0
29095,30,40000,RENT,8,VENTURE,2500,0.06,8,N,0
29096,31,29000,RENT,14,HOMEIMPROVEMENT,15075,0.52,7,N,1
29097,35,106369,MORTGAGE,2,VENTURE,8325,0.08,10,N,0
29098,27,67000,RENT,1,PERSONAL,2800,0.04,7,N,0
29099,31,101000,RENT,2,VENTURE,7500,0.07,9,N,0
29100,34,220000,MORTGAGE,13,DEBTCONSOLIDATION,11275,0.05,8,Y,0
29101,30,25000,MORTGAGE,0,DEBTCONSOLIDATION,7000,0.28,10,N,0
29102,30,95000,MORTGAGE,6,PERSONAL,4000,0.04,7,N,0
29103,34,80000,RENT,4,EDUCATION,5000,0.06,8,N,0
29104,27,36400,RENT,5,EDUCATION,9000,0.25,6,N,0
29105,33,36000,MORTGAGE,10,VENTURE,5000,0.14,9,N,0
29106,30,65000,MORTGAGE,3,HOMEIMPROVEMENT,20000,0.31,5,Y,0
29107,33,45000,MORTGAGE,3,EDUCATION,8000,0.18,7,N,1
29108,27,129700,MORTGAGE,1,PERSONAL,10000,0.08,7,N,0
29109,34,53500,RENT,0,MEDICAL,3200,0.06,10,N,0
29110,27,78000,MORTGAGE,1,VENTURE,5125,0.07,8,N,0
29111,33,82000,MORTGAGE,2,VENTURE,6000,0.07,6,N,0
29112,28,43200,RENT,1,EDUCATION,3000,0.07,7,N,0
29113,28,31000,RENT,7,MEDICAL,3600,0.12,8,Y,1
29114,32,89000,RENT,0,MEDICAL,12000,0.13,6,N,0
29115,31,83000,MORTGAGE,9,VENTURE,18000,0.22,8,Y,1
29116,29,61656,RENT,4,PERSONAL,15000,0.24,9,N,0
29117,32,30000,RENT,1,EDUCATION,11450,0.38,6,N,1
29118,31,26010,MORTGAGE,2,PERSONAL,6500,0.25,9,N,0
29119,30,52000,MORTGAGE,4,HOMEIMPROVEMENT,14675,0.28,7,N,0
29120,36,1200000,OWN,16,MEDICAL,10000,0.01,11,N,0
29121,40,1200000,MORTGAGE,1,MEDICAL,10000,0.01,16,N,0
29122,50,900000,MORTGAGE,11,DEBTCONSOLIDATION,30000,0.03,15,N,0
29123,36,900000,MORTGAGE,8,PERSONAL,6000,0.01,12,N,0
29124,36,69000,RENT,20,VENTURE,35000,0.51,15,N,1
29125,45,80000,RENT,10,MEDICAL,35000,0.44,13,N,1
29126,37,80000,RENT,0,HOMEIMPROVEMENT,35000,0.44,17,N,1
29127,39,708000,MORTGAGE,14,DEBTCONSOLIDATION,25000,0.04,12,N,0
29128,44,584800,MORTGAGE,4,MEDICAL,20000,0.03,16,Y,1
29129,36,700000,MORTGAGE,16,MEDICAL,25000,0.04,13,Y,0
29130,40,540600,MORTGAGE,8,MEDICAL,35000,0.06,11,Y,1
29131,37,85000,RENT,5,HOMEIMPROVEMENT,35000,0.41,17,N,1
29132,43,500000,MORTGAGE,5,VENTURE,25000,0.05,14,Y,0
29133,39,403750,MORTGAGE,10,MEDICAL,35000,0.09,11,N,1
29134,41,480000,MORTGAGE,3,DEBTCONSOLIDATION,16000,0.03,17,N,0
29135,40,133000,RENT,2,EDUCATION,35000,0.26,17,Y,1
29136,36,408000,MORTGAGE,12,HOMEIMPROVEMENT,35000,0.09,13,N,0
29137,37,408000,RENT,14,EDUCATION,6000,0.01,13,N,0
29138,43,400000,MORTGAGE,5,VENTURE,28000,0.07,11,N,0
29139,43,350000,MORTGAGE,3,MEDICAL,18000,0.05,16,N,0
29140,46,336000,OWN,11,VENTURE,9000,0.03,13,N,0
29141,44,67920,RENT,13,HOMEIMPROVEMENT,32400,0.48,13,N,1
29142,43,74000,RENT,2,DEBTCONSOLIDATION,30600,0.41,17,N,1
29143,38,306000,MORTGAGE,9,VENTURE,15000,0.05,17,N,0
29144,47,305000,MORTGAGE,6,HOMEIMPROVEMENT,10000,0.03,12,Y,0
29145,46,305000,MORTGAGE,22,VENTURE,20000,0.07,13,N,0
29146,42,300000,MORTGAGE,0,PERSONAL,10000,0.03,14,Y,0
29147,37,55000,RENT,19,DEBTCONSOLIDATION,30000,0.55,15,N,1
29148,47,12000,OWN,0,MEDICAL,1950,0.16,12,N,1
29149,37,300000,MORTGAGE,7,EDUCATION,25000,0.08,14,N,0
29150,36,90000,RENT,7,PERSONAL,30000,0.33,11,Y,1
29151,38,12000,OWN,0,DEBTCONSOLIDATION,4800,0.4,12,N,1
29152,36,280000,RENT,3,DEBTCONSOLIDATION,5000,0.02,16,N,0
29153,37,220000,RENT,0,EDUCATION,30000,0.14,17,N,0
29154,41,268000,MORTGAGE,0,PERSONAL,24000,0.09,11,N,0
29155,43,267000,MORTGAGE,14,DEBTCONSOLIDATION,21000,0.08,13,N,0
29156,37,260000,MORTGAGE,12,VENTURE,20000,0.08,12,N,0
29157,36,250000,MORTGAGE,14,PERSONAL,31400,0.13,16,Y,0
29158,40,56448,RENT,0,HOMEIMPROVEMENT,28000,0.5,14,N,1
29159,44,12000,OWN,5,HOMEIMPROVEMENT,2000,0.17,11,N,1
29160,41,250000,MORTGAGE,18,EDUCATION,5000,0.02,12,N,0
29161,36,250000,RENT,2,DEBTCONSOLIDATION,20000,0.08,17,N,0
29162,41,250000,MORTGAGE,14,DEBTCONSOLIDATION,4200,0.02,14,N,0
29163,36,250000,MORTGAGE,2,VENTURE,4000,0.02,12,N,0
29164,48,228000,MORTGAGE,0,HOMEIMPROVEMENT,25000,0.11,13,N,1
29165,45,85000,RENT,0,PERSONAL,26000,0.31,15,Y,1
29166,40,233000,MORTGAGE,6,MEDICAL,15000,0.06,15,N,0
29167,43,230004,MORTGAGE,19,HOMEIMPROVEMENT,25000,0.11,15,Y,0
29168,42,47000,RENT,2,MEDICAL,25000,0.53,15,N,1
29169,45,225000,RENT,14,PERSONAL,22200,0.1,12,N,0
29170,41,225000,MORTGAGE,13,HOMEIMPROVEMENT,35000,0.16,14,N,0
29171,45,225000,MORTGAGE,9,PERSONAL,10000,0.04,11,Y,0
29172,40,176800,RENT,8,MEDICAL,25000,0.14,17,N,1
29173,44,210000,MORTGAGE,0,VENTURE,25000,0.12,14,N,0
29174,40,210000,MORTGAGE,11,EDUCATION,20000,0.1,17,N,0
29175,42,210000,MORTGAGE,3,VENTURE,16000,0.08,11,N,0
29176,45,210000,MORTGAGE,14,DEBTCONSOLIDATION,12000,0.06,12,N,0
29177,41,49000,RENT,4,HOMEIMPROVEMENT,25000,0.51,13,N,1
29178,38,202000,MORTGAGE,2,VENTURE,15000,0.07,13,N,0
29179,40,201400,RENT,2,EDUCATION,12450,0.06,15,N,0
29180,45,60000,RENT,4,DEBTCONSOLIDATION,25000,0.42,16,N,1
29181,37,200004,MORTGAGE,0,PERSONAL,5000,0.02,12,N,0
29182,38,200000,MORTGAGE,2,PERSONAL,25000,0.12,13,N,0
29183,50,200000,RENT,1,PERSONAL,7000,0.04,15,N,0
29184,37,200000,MORTGAGE,2,DEBTCONSOLIDATION,6000,0.03,14,N,0
29185,39,200000,MORTGAGE,3,PERSONAL,4800,0.02,13,N,0
29186,36,200000,MORTGAGE,8,MEDICAL,14000,0.07,15,N,0
29187,37,200000,MORTGAGE,7,EDUCATION,25000,0.12,14,N,0
29188,36,200000,OWN,12,HOMEIMPROVEMENT,25000,0.12,13,Y,0
29189,41,200000,MORTGAGE,2,VENTURE,1000,0.0,13,N,0
29190,37,200000,MORTGAGE,3,HOMEIMPROVEMENT,25000,0.12,11,N,0
29191,39,200000,MORTGAGE,19,EDUCATION,18000,0.09,13,N,0
29192,41,66504,RENT,5,EDUCATION,25000,0.38,15,Y,1
29193,38,200000,MORTGAGE,0,PERSONAL,20000,0.1,15,N,0
29194,47,55250,RENT,9,MEDICAL,25000,0.45,13,Y,1
29195,44,72136,RENT,7,HOMEIMPROVEMENT,25000,0.35,17,N,1
29196,38,192000,MORTGAGE,22,HOMEIMPROVEMENT,5600,0.03,14,N,0
29197,37,192000,MORTGAGE,14,DEBTCONSOLIDATION,25600,0.13,17,N,0
29198,46,192000,MORTGAGE,1,VENTURE,25000,0.13,14,Y,0
29199,36,192000,OTHER,11,VENTURE,20000,0.1,17,N,0
29200,36,69000,RENT,0,HOMEIMPROVEMENT,25000,0.36,12,N,1
29201,44,189996,MORTGAGE,12,PERSONAL,8000,0.04,15,N,0
29202,36,14400,OWN,7,DEBTCONSOLIDATION,7000,0.49,16,N,1
29203,36,174462,RENT,9,VENTURE,20000,0.11,16,N,1
29204,37,186000,OWN,7,VENTURE,3000,0.02,17,N,0
29205,46,185000,MORTGAGE,22,VENTURE,20000,0.11,15,N,0
29206,43,180000,MORTGAGE,5,HOMEIMPROVEMENT,6000,0.03,17,N,0
29207,42,14400,OWN,3,MEDICAL,3500,0.24,11,N,1
29208,36,84000,RENT,6,EDUCATION,25000,0.3,11,Y,0
29209,36,84996,RENT,2,EDUCATION,25000,0.29,11,N,0
29210,36,180000,RENT,5,EDUCATION,24000,0.13,15,N,0
29211,45,180000,MORTGAGE,8,MEDICAL,10000,0.06,11,N,0
29212,49,142800,MORTGAGE,3,MEDICAL,24000,0.17,14,N,1
29213,39,78000,RENT,3,HOMEIMPROVEMENT,25000,0.32,17,N,1
29214,45,82800,RENT,4,EDUCATION,25000,0.3,14,Y,1
29215,36,175000,MORTGAGE,2,MEDICAL,11800,0.07,11,N,0
29216,38,175000,MORTGAGE,10,EDUCATION,21000,0.12,14,N,0
29217,37,97000,RENT,8,HOMEIMPROVEMENT,25000,0.26,11,N,0
29218,37,88000,RENT,4,PERSONAL,25000,0.28,12,Y,1
29219,36,15000,OWN,2,PERSONAL,5000,0.33,15,Y,1
29220,37,15000,OWN,0,VENTURE,5000,0.33,13,N,1
29221,47,90000,RENT,1,VENTURE,25000,0.28,17,Y,1
29222,37,175000,RENT,2,HOMEIMPROVEMENT,15000,0.09,17,N,0
29223,37,174996,MORTGAGE,11,MEDICAL,6500,0.04,17,Y,0
29224,37,94000,RENT,0,HOMEIMPROVEMENT,25000,0.27,16,N,1
29225,44,171996,MORTGAGE,19,VENTURE,25000,0.15,11,N,0
29226,41,171194,MORTGAGE,9,HOMEIMPROVEMENT,25000,0.15,14,N,0
29227,37,170004,MORTGAGE,1,HOMEIMPROVEMENT,25000,0.15,13,Y,0
29228,37,110000,RENT,12,EDUCATION,25000,0.23,12,N,0
29229,40,98004,RENT,4,DEBTCONSOLIDATION,25000,0.26,16,Y,1
29230,46,170000,MORTGAGE,13,HOMEIMPROVEMENT,7200,0.04,12,N,0
29231,39,170000,MORTGAGE,16,MEDICAL,32000,0.19,13,N,0
29232,39,170000,RENT,9,DEBTCONSOLIDATION,17000,0.1,14,N,0
29233,37,114000,RENT,10,VENTURE,25000,0.22,13,N,0
29234,36,103000,RENT,6,VENTURE,25000,0.24,15,Y,1
29235,38,124499,RENT,3,EDUCATION,25000,0.2,13,N,0
29236,39,100300,RENT,2,MEDICAL,25000,0.25,16,Y,1
29237,40,15600,OWN,2,EDUCATION,4000,0.26,13,Y,1
29238,36,127000,RENT,20,DEBTCONSOLIDATION,25000,0.2,11,N,1
29239,36,145000,RENT,0,MEDICAL,25000,0.17,15,N,0
29240,47,165000,MORTGAGE,2,HOMEIMPROVEMENT,19800,0.12,16,N,0
29241,40,158000,RENT,2,HOMEIMPROVEMENT,25000,0.16,16,N,1
29242,38,16500,OWN,1,VENTURE,2000,0.12,11,N,0
29243,36,430000,RENT,2,VENTURE,25000,0.06,16,Y,0
29244,48,16800,OWN,0,HOMEIMPROVEMENT,3300,0.2,14,N,1
29245,37,160000,MORTGAGE,3,PERSONAL,24000,0.15,15,N,0
29246,38,87000,RENT,3,HOMEIMPROVEMENT,24250,0.28,12,N,0
29247,37,76066,RENT,10,DEBTCONSOLIDATION,24250,0.32,13,Y,1
29248,42,68850,RENT,8,MEDICAL,24250,0.35,14,N,1
29249,36,148000,MORTGAGE,6,DEBTCONSOLIDATION,10000,0.07,13,N,1
29250,39,78200,RENT,18,MEDICAL,24250,0.31,13,Y,1
29251,36,16908,MORTGAGE,0,MEDICAL,3000,0.18,11,N,1
29252,40,125000,RENT,1,DEBTCONSOLIDATION,24250,0.19,17,N,0
29253,50,118000,RENT,16,EDUCATION,24250,0.21,12,N,1
29254,36,135000,RENT,0,DEBTCONSOLIDATION,24250,0.18,15,Y,0
29255,40,45000,RENT,15,EDUCATION,24000,0.53,11,N,1
29256,38,17108,MORTGAGE,7,EDUCATION,4375,0.26,17,N,1
29257,38,17280,OWN,0,HOMEIMPROVEMENT,1000,0.06,11,N,0
29258,39,55059,RENT,16,DEBTCONSOLIDATION,24000,0.44,15,N,1
29259,38,60000,RENT,2,PERSONAL,24000,0.4,16,N,1
29260,36,17640,OWN,4,HOMEIMPROVEMENT,5875,0.33,12,N,1
29261,39,17721,OWN,0,DEBTCONSOLIDATION,3975,0.22,15,Y,1
29262,38,17760,OWN,0,MEDICAL,2800,0.16,16,N,1
29263,39,17760,OWN,0,MEDICAL,4375,0.25,17,N,1
29264,36,72800,RENT,3,HOMEIMPROVEMENT,24000,0.33,12,N,1
29265,39,67000,RENT,0,VENTURE,24000,0.36,11,N,1
29266,36,78708,RENT,7,MEDICAL,24000,0.3,12,N,0
29267,38,81000,RENT,0,HOMEIMPROVEMENT,24000,0.3,13,N,0
29268,43,97500,RENT,6,VENTURE,24000,0.25,11,N,0
29269,36,100300,RENT,3,HOMEIMPROVEMENT,24000,0.24,11,N,0
29270,47,18000,MORTGAGE,0,PERSONAL,3000,0.17,12,N,1
29271,48,130000,RENT,2,EDUCATION,24000,0.18,15,N,0
29272,41,60000,RENT,7,HOMEIMPROVEMENT,23800,0.4,15,N,1
29273,37,38400,RENT,6,EDUCATION,23500,0.61,16,Y,1
29274,39,64000,RENT,4,EDUCATION,23500,0.37,13,N,1
29275,37,18000,OWN,4,PERSONAL,1500,0.08,13,N,0
29276,40,83000,RENT,3,HOMEIMPROVEMENT,23000,0.28,11,Y,1
29277,42,67147,RENT,6,MEDICAL,22400,0.33,11,Y,1
29278,38,83000,RENT,3,HOMEIMPROVEMENT,22250,0.27,12,Y,1
